"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27871","Successful Login","","Tue Jul 22 11:35:53 WIB 2025","passed","Tue Jul 22 11:36:21 WIB 2025","","Login","",""
